data,fechamento_ibov,fechamento_dolar
2020-06-26,95979.0,5.484
2020-06-29,93837.0,5.4034
2020-06-30,95728.0,5.4661
2020-07-01,95062.0,5.3174
2020-07-02,96206.0,5.3596
2020-07-03,96237.0,5.3158
2020-07-06,96776.0,5.3562
2020-07-07,98937.0,5.379
2020-07-08,97765.0,5.3422
2020-07-09,99770.0,5.3413
2020-07-10,99160.0,5.3238
2020-07-13,100027.0,5.404
2020-07-14,98699.0,5.3674
2020-07-15,100444.0,5.3698
2020-07-16,101791.0,5.3311
2020-07-17,100554.0,5.3849
2020-07-20,102888.0,5.3283
2020-07-21,104426.0,5.1713
2020-07-22,104312.0,5.1166
2020-07-23,104291.0,5.2112
2020-07-24,102292.0,5.2329
2020-07-27,102381.0,5.1447
2020-07-28,104477.0,5.1533
2020-07-29,104112.0,5.1692
2020-07-30,105605.0,5.1534
2020-07-31,105010.0,5.224
2020-08-03,102913.0,5.3213
2020-08-04,102826.0,5.29
2020-08-05,101220.0,5.2902
2020-08-06,102733.0,5.3315
2020-08-07,104116.0,5.4383
2020-08-10,102776.0,5.4812
2020-08-11,103449.0,5.38
2020-08-12,102176.0,5.4333
2020-08-13,102118.0,5.369
2020-08-14,100469.0,5.4204
2020-08-17,101348.0,5.509
2020-08-18,99597.0,5.4666
2020-08-19,102072.0,5.5575
2020-08-20,100853.0,5.5568
2020-08-21,101460.0,5.6192
2020-08-24,101525.0,5.61
2020-08-25,102293.0,5.5075
2020-08-26,102119.0,5.6054
2020-08-27,100625.0,5.5691
2020-08-28,100631.0,5.3881
2020-08-31,102142.0,5.4914
2020-09-01,99382.0,5.396
2020-09-02,102168.0,5.3403
2020-09-03,101911.0,5.2914
2020-09-04,100733.0,5.3012
2020-09-08,101239.0,5.3638
2020-09-09,100050.0,5.3078
2020-09-10,101291.0,5.321
2020-09-11,98839.0,5.3189
2020-09-14,98367.0,5.2706
2020-09-15,100277.0,5.2748
2020-09-16,100299.0,5.2377
2020-09-17,99674.0,5.2394
2020-09-18,100098.0,5.3876
2020-09-21,98283.0,5.4131
2020-09-22,96995.0,5.4704
2020-09-23,97294.0,5.5943
2020-09-24,95735.0,5.5089
2020-09-25,97011.0,5.5624
2020-09-28,97005.0,5.6627
2020-09-29,94665.0,5.6344
2020-09-30,93586.0,5.6112
2020-10-01,94604.0,5.6437
2020-10-02,95475.0,5.6851
2020-10-05,94019.0,5.5743
2020-10-06,96091.0,5.593
2020-10-07,95616.0,5.6097
2020-10-08,95530.0,5.5987
2020-10-09,97924.0,5.5318
2020-10-13,97483.0,5.5693
2020-10-14,98502.0,5.5912
2020-10-15,99328.0,5.6126
2020-10-16,99054.0,5.6428
2020-10-19,98310.0,5.6069
2020-10-20,98664.0,5.6054
2020-10-21,100541.0,5.6066
2020-10-22,100553.0,5.5893
2020-10-23,101918.0,5.6175
2020-10-26,101260.0,5.6229
2020-10-27,101017.0,5.7055
2020-10-28,99598.0,5.7457
2020-10-29,95368.0,5.779
2020-10-30,96579.0,5.7446
2020-11-03,93968.0,5.756
2020-11-04,95992.0,5.6635
2020-11-05,97873.0,5.525
2020-11-06,100751.0,5.3647
2020-11-09,100954.0,5.3858
2020-11-10,103516.0,5.4147
2020-11-11,105067.0,5.391
2020-11-12,104810.0,5.4581
2020-11-13,102509.0,5.4582
2020-11-16,104729.0,5.4152
2020-11-17,106430.0,5.3281
2020-11-18,107246.0,5.3629
2020-11-19,106117.0,5.3054
2020-11-23,106050.0,5.439
2020-11-24,107378.0,5.3736
2020-11-25,109786.0,5.3237
2020-11-26,110133.0,5.3365
2020-11-27,110229.0,5.3438
2020-11-30,110598.0,5.3319
2020-12-01,108897.0,5.2061
2020-12-02,111402.0,5.2175
2020-12-03,111874.0,5.1515
2020-12-04,112294.0,5.1557
2020-12-07,113751.0,5.099
2020-12-08,113590.0,5.1202
2020-12-09,113799.0,5.1708
2020-12-10,113002.0,5.0256
2020-12-11,115128.0,5.0656
2020-12-14,115137.0,5.1189
2020-12-15,114613.0,5.0842
2020-12-16,116149.0,5.0838
2020-12-17,117864.0,5.0582
2020-12-18,118395.0,5.1022
2020-12-21,118021.0,5.1222
2020-12-22,115825.0,5.1597
2020-12-23,116636.0,5.2164
2020-12-28,117806.0,5.2461
2020-12-29,119130.0,5.2099
2020-12-30,119410.0,5.1937
2021-01-04,119024.0,5.2968
2021-01-05,118835.0,5.2854
2021-01-06,119377.0,5.3139
2021-01-07,119103.0,5.4101
2021-01-08,122387.0,5.4178
2021-01-11,125075.0,5.489
2021-01-12,123255.0,5.3226
2021-01-13,123996.0,5.299
2021-01-14,121947.0,5.1967
2021-01-15,123472.0,5.2927
2021-01-18,120351.0,5.2957
2021-01-19,121250.0,5.3578
2021-01-20,120645.0,5.2917
2021-01-21,119628.0,5.3506
2021-01-22,118318.0,5.4666
2021-01-26,117381.0,5.3552
2021-01-27,116463.0,5.4138
2021-01-28,115882.0,5.441
2021-01-29,118880.0,5.4625
2021-02-01,115093.0,5.4322
2021-02-02,117520.0,5.368
2021-02-03,118235.0,5.3534
2021-02-04,119728.0,5.4266
2021-02-05,119261.0,5.3704
2021-02-08,120239.0,5.3657
2021-02-09,119696.0,5.3781
2021-02-10,119472.0,5.386
2021-02-11,118440.0,5.3665
2021-02-12,119300.0,5.3698
2021-02-17,119421.0,5.4105
2021-02-18,120361.0,5.427
2021-02-19,119199.0,5.3823
2021-02-22,118388.0,5.4659
2021-02-23,112676.0,5.4409
2021-02-24,115229.0,5.4062
2021-02-25,115668.0,5.5308
2021-02-26,112260.0,5.5986
2021-03-01,110036.0,5.6418
2021-03-02,110328.0,5.6761
2021-03-03,111529.0,5.6193
2021-03-04,111191.0,5.6693
2021-03-05,112690.0,5.6908
2021-03-08,115202.0,5.8755
2021-03-09,110611.0,5.8025
2021-03-10,111331.0,5.672
2021-03-11,112782.0,5.5357
2021-03-12,114984.0,5.5518
2021-03-15,114093.0,5.6156
2021-03-16,114845.0,5.6246
2021-03-17,114018.0,5.5832
2021-03-18,116549.0,5.5604
2021-03-19,114837.0,5.4917
2021-03-22,116222.0,5.5045
2021-03-23,114977.0,5.5214
2021-03-24,113272.0,5.6209
2021-03-25,112065.0,5.6475
2021-03-26,113750.0,5.7566
2021-03-29,114776.0,5.7799
2021-03-30,115414.0,5.7745
2021-03-31,116850.0,5.6315
2021-04-01,116644.0,5.7071
2021-04-05,115262.0,5.6632
2021-04-06,117519.0,5.5904
2021-04-07,117499.0,5.6143
2021-04-08,117624.0,5.572
2021-04-09,118313.0,5.6821
2021-04-12,117661.0,5.7333
2021-04-13,118809.0,5.7166
2021-04-14,119298.0,5.6526
2021-04-15,120290.0,5.6162
2021-04-16,120701.0,5.5883
2021-04-19,121116.0,5.5461
2021-04-20,120925.0,5.5687
2021-04-22,120064.0,5.4448
2021-04-23,119372.0,5.4751
2021-04-26,120534.0,5.4364
2021-04-27,120595.0,5.449
2021-04-28,119392.0,5.343
2021-04-29,121053.0,5.3375
2021-04-30,120064.0,5.4366
2021-05-03,118951.0,5.442
2021-05-04,119209.0,5.4435
2021-05-05,117725.0,5.3542
2021-05-06,119577.0,5.276
2021-05-07,119922.0,5.2368
2021-05-10,122038.0,5.2272
2021-05-11,121904.0,5.2208
2021-05-12,122964.0,5.3061
2021-05-13,119711.0,5.309
2021-05-14,120719.0,5.2728
2021-05-17,121880.0,5.2729
2021-05-18,122937.0,5.2605
2021-05-19,122976.0,5.3094
2021-05-20,122636.0,5.2825
2021-05-21,122701.0,5.3617
2021-05-24,122592.0,5.3175
2021-05-25,124032.0,5.3312
2021-05-26,122988.0,5.3115
2021-05-27,123989.0,5.2383
2021-05-28,124367.0,5.2244
2021-05-31,125561.0,5.2172
2021-06-01,126218.0,5.1509
2021-06-02,128268.0,5.0754
2021-06-04,129600.0,5.0495
2021-06-07,130125.0,5.0451
2021-06-08,130776.0,5.0325
2021-06-09,129800.0,5.0621
2021-06-10,129911.0,5.0552
2021-06-11,130076.0,5.1171
2021-06-14,129441.0,5.0601
2021-06-15,130208.0,5.0437
2021-06-16,130091.0,5.0545
2021-06-17,129259.0,5.0059
2021-06-18,128050.0,5.0894
2021-06-21,128405.0,5.013
2021-06-22,129242.0,4.9574
2021-06-23,128769.0,4.9667
2021-06-24,128433.0,4.9137
2021-06-25,129513.0,4.9335
2021-06-28,127255.0,4.9244
2021-06-29,127429.0,4.9559
2021-06-30,127323.0,4.9686
2021-07-01,126802.0,5.0476
2021-07-02,125667.0,5.0575
2021-07-05,127622.0,5.091
2021-07-06,126919.0,5.1969
2021-07-07,125096.0,5.2315
2021-07-08,127013.0,5.2579
2021-07-12,125428.0,5.173
2021-07-13,127594.0,5.1622
2021-07-14,128169.0,5.0706
2021-07-15,128407.0,5.11
2021-07-16,127468.0,5.1147
2021-07-19,125958.0,5.2519
2021-07-20,124395.0,5.2205
2021-07-21,125404.0,5.1874
2021-07-22,125930.0,5.2003
2021-07-23,126140.0,5.2006
2021-07-26,125058.0,5.1761
2021-07-27,126004.0,5.169
2021-07-28,124615.0,5.1157
2021-07-29,126285.0,5.0812
2021-07-30,125672.0,5.2123
2021-08-02,121803.0,5.1747
2021-08-03,122516.0,5.1967
2021-08-04,123577.0,5.1685
2021-08-05,121801.0,5.2488
2021-08-06,121633.0,5.2301
2021-08-09,122809.0,5.2331
2021-08-10,123021.0,5.1895
2021-08-11,122203.0,5.2185
2021-08-12,122056.0,5.2524
2021-08-13,120701.0,5.2466
2021-08-16,121191.0,5.2595
2021-08-17,119179.0,5.2948
2021-08-18,117904.0,5.3794
2021-08-19,116641.0,5.4142
2021-08-20,117163.0,5.377
2021-08-23,118053.0,5.3802
2021-08-24,117474.0,5.2463
2021-08-25,120210.0,5.2117
2021-08-26,120817.0,5.2522
2021-08-27,118725.0,5.1996
2021-08-30,120677.0,5.184
2021-08-31,119738.0,5.1492
2021-09-01,118793.0,5.1858
2021-09-02,119394.0,5.1819
2021-09-03,116679.0,5.1908
2021-09-06,116926.0,5.1693
2021-09-08,117866.0,5.3214
2021-09-09,113413.0,5.1976
2021-09-10,115370.0,5.2454
2021-09-13,114300.0,5.2144
2021-09-14,116405.0,5.2398
2021-09-15,116191.0,5.2219
2021-09-16,115062.0,5.2535
2021-09-17,113794.0,5.2883
2021-09-20,111435.0,5.324
2021-09-21,108859.0,5.2699
2021-09-22,110252.0,5.2888
2021-09-23,112282.0,5.303
2021-09-24,114062.0,5.3344
2021-09-27,113283.0,5.3914
2021-09-28,113584.0,5.4293
2021-09-29,110125.0,5.4152
2021-09-30,111117.0,5.4428
2021-10-01,110980.0,5.3628
2021-10-04,112900.0,5.4535
2021-10-05,110397.0,5.4748
2021-10-06,110454.0,5.4912
2021-10-07,110563.0,5.5188
2021-10-08,110586.0,5.5082
2021-10-11,112834.0,5.5367
2021-10-13,112180.0,5.5133
2021-10-14,113457.0,5.5132
2021-10-15,113189.0,5.4611
2021-10-18,114647.0,5.5117
2021-10-19,114422.0,5.5844
2021-10-20,110677.0,5.5975
2021-10-21,110767.0,5.6577
2021-10-22,107714.0,5.6474
2021-10-25,106298.0,5.5563
2021-10-26,108713.0,5.5666
2021-10-27,106433.0,5.538
2021-10-28,106369.0,5.6464
2021-10-29,105707.0,5.6372
2021-11-01,103514.0,5.6815
2021-11-03,105547.0,5.5525
2021-11-04,105617.0,5.602
2021-11-05,103412.0,5.5428
2021-11-08,104824.0,5.544
2021-11-09,104783.0,5.4804
2021-11-10,105535.0,5.491
2021-11-11,105988.0,5.3989
2021-11-12,107576.0,5.4588
2021-11-16,106336.0,5.5028
2021-11-17,104405.0,5.5292
2021-11-18,102948.0,5.5576
2021-11-19,102426.0,5.6135
2021-11-22,103036.0,5.5865
2021-11-23,102124.0,5.5712
2021-11-24,103652.0,5.6061
2021-11-25,104514.0,5.5664
2021-11-26,105810.0,5.6093
2021-11-29,102227.0,5.6017
2021-11-30,102814.0,5.6239
2021-12-01,101916.0,5.6955
2021-12-02,100785.0,5.6462
2021-12-03,104467.0,5.6532
2021-12-06,105070.0,5.6891
2021-12-07,106868.0,5.6128
2021-12-08,107558.0,5.5327
2021-12-09,106573.0,5.5727
2021-12-10,106296.0,5.6127
2021-12-13,107758.0,5.6804
2021-12-14,107387.0,5.6815
2021-12-15,106763.0,5.6806
2021-12-16,107433.0,5.6884
2021-12-17,108324.0,5.6959
2021-12-20,107171.0,5.742
2021-12-21,105020.0,5.7451
2021-12-22,105499.0,5.654
2021-12-23,105251.0,5.6749
2021-12-27,104892.0,5.6249
2021-12-28,105555.0,5.6283
2021-12-29,104863.0,5.7032
2021-12-30,104106.0,5.571
2022-01-03,104823.0,5.6818
2022-01-04,103922.0,5.677
2022-01-05,103514.0,5.7087
2022-01-06,101006.0,5.6834
2022-01-07,101561.0,5.6355
2022-01-10,102719.0,5.6633
2022-01-11,101946.0,5.5686
2022-01-12,103779.0,5.5338
2022-01-13,105686.0,5.5286
2022-01-14,105530.0,5.5344
2022-01-17,106927.0,5.5165
2022-01-18,106369.0,5.5666
2022-01-19,106670.0,5.4383
2022-01-20,108015.0,5.4191
2022-01-21,109097.0,5.4582
2022-01-24,108941.0,5.4877
2022-01-25,107935.0,5.4437
2022-01-26,110207.0,5.4324
2022-01-27,111303.0,5.4065
2022-01-28,112611.0,5.3674
2022-01-31,111910.0,5.3041
2022-02-01,112143.0,5.2655
2022-02-02,113228.0,5.262
2022-02-03,111897.0,5.2839
2022-02-04,111696.0,5.3279
2022-02-07,112247.0,5.2636
2022-02-08,111995.0,5.2593
2022-02-09,112233.0,5.2354
2022-02-10,112462.0,5.2496
2022-02-11,113368.0,5.2527
2022-02-14,113643.0,5.2149
2022-02-15,113905.0,5.159
2022-02-16,114830.0,5.1365
2022-02-17,115181.0,5.1718
2022-02-18,113534.0,5.1385
2022-02-21,112880.0,5.1036
2022-02-22,111727.0,5.0583
2022-02-23,112892.0,5.0097
2022-02-24,112001.0,5.1231
2022-02-25,111591.0,5.1623
2022-03-02,113143.0,5.0995
2022-03-03,115173.0,5.032
2022-03-04,115166.0,5.062
2022-03-07,114469.0,5.1115
2022-03-08,111594.0,5.0599
2022-03-09,111210.0,5.0123
2022-03-10,113900.0,5.011
2022-03-11,113664.0,5.0745
2022-03-14,111716.0,5.1193
2022-03-15,109925.0,5.1631
2022-03-16,108958.0,5.0757
2022-03-17,111113.0,5.039
2022-03-18,113076.0,5.0231
2022-03-21,115307.0,4.9354
2022-03-22,116157.0,4.9094
2022-03-23,117270.0,4.8258
2022-03-24,117460.0,4.8253
2022-03-25,119062.0,4.742
2022-03-28,119082.0,4.7675
2022-03-29,118740.0,4.7561
2022-03-30,120013.0,4.7685
2022-03-31,120261.0,4.739
2022-04-01,120001.0,4.6575
2022-04-04,121569.0,4.5928
2022-04-05,121279.0,4.6506
2022-04-06,118885.0,4.7161
2022-04-07,118226.0,4.7524
2022-04-08,118861.0,4.697
2022-04-11,118320.0,4.6944
2022-04-12,116963.0,4.6735
2022-04-13,116150.0,4.6899
2022-04-14,116781.0,4.7013
2022-04-18,116182.0,4.6527
2022-04-19,115687.0,4.6675
2022-04-20,115057.0,4.6219
2022-04-22,114343.0,4.7937
2022-04-25,111077.0,4.8766
2022-04-26,110684.0,4.9989
2022-04-27,108214.0,4.9651
2022-04-28,109349.0,4.9425
2022-04-29,109922.0,4.9721
2022-05-02,107876.0,5.0848
2022-05-03,106640.0,4.9584
2022-05-04,106529.0,4.9198
2022-05-05,108337.0,5.028
2022-05-06,105303.0,5.0774
2022-05-09,105109.0,5.1617
2022-05-10,103251.0,5.1313
2022-05-11,103110.0,5.1373
2022-05-12,104395.0,5.1339
2022-05-13,105691.0,5.0602
2022-05-16,108685.0,5.0599
2022-05-17,108246.0,4.9387
2022-05-18,107903.0,4.9682
2022-05-19,106249.0,4.9309
2022-05-20,108520.0,4.8788
2022-05-23,108500.0,4.813
2022-05-24,110340.0,4.8191
2022-05-25,110085.0,4.8275
2022-05-26,110577.0,4.7677
2022-05-27,111890.0,4.7295
2022-05-30,111944.0,4.7526
2022-05-31,111036.0,4.7315
2022-06-01,111351.0,4.8151
2022-06-02,111363.0,4.7962
2022-06-03,112392.0,4.7734
2022-06-06,111102.0,4.7945
2022-06-07,110185.0,4.8696
2022-06-08,110067.0,4.8988
2022-06-09,108367.0,4.9063
2022-06-10,107091.0,4.9865
2022-06-13,105476.0,5.1154
2022-06-14,102598.0,5.1168
2022-06-15,102068.0,5.0536
2022-06-17,102800.0,5.1518
2022-06-20,99824.0,5.188
2022-06-21,99854.0,5.1257
2022-06-22,99678.0,5.194
2022-06-23,99523.0,5.2406
2022-06-24,98081.0,5.2417
2022-06-27,98673.0,5.2366
2022-06-28,100766.0,5.2675
2022-06-29,100592.0,5.1818
2022-06-30,99619.0,5.2562
2022-07-01,98542.0,5.331
2022-07-04,98952.0,5.3293
2022-07-05,98608.0,5.3861
2022-07-06,98294.0,5.4287
2022-07-07,98722.0,5.3391
2022-07-08,100732.0,5.2536
2022-07-11,100282.0,5.3782
2022-07-12,98212.0,5.4368
2022-07-13,98258.0,5.3917
2022-07-14,97879.0,5.4233
2022-07-15,96119.0,5.4082
2022-07-18,96553.0,5.4375
2022-07-19,96920.0,5.4135
2022-07-20,98244.0,5.4714
2022-07-21,98286.0,5.4968
2022-07-22,99034.0,5.4968
2022-07-25,98926.0,5.3576
2022-07-26,100270.0,5.3511
2022-07-27,99773.0,5.2432
2022-07-28,101437.0,5.1823
2022-07-29,102597.0,5.1734
2022-08-01,103165.0,5.1838
2022-08-02,102225.0,5.2784
2022-08-03,103362.0,5.2815
2022-08-04,103777.0,5.2164
2022-08-05,105893.0,5.1646
2022-08-08,106473.0,5.1117
2022-08-09,108403.0,5.1237
2022-08-10,108658.0,5.0927
2022-08-11,110236.0,5.1581
2022-08-12,109718.0,5.0735
2022-08-15,112767.0,5.0961
2022-08-16,113034.0,5.1459
2022-08-17,113508.0,5.1642
2022-08-18,113708.0,5.1674
2022-08-19,113807.0,5.1697
2022-08-22,111487.0,5.1574
2022-08-23,110504.0,5.1037
2022-08-24,112856.0,5.1114
2022-08-25,112898.0,5.1099
2022-08-26,113533.0,5.0601
2022-08-29,112296.0,5.0282
2022-08-30,112323.0,5.1223
2022-08-31,110431.0,5.1831
2022-09-01,109524.0,5.2416
2022-09-02,110409.0,5.1681
2022-09-05,110868.0,5.1516
2022-09-06,112203.0,5.2528
2022-09-08,109771.0,5.2141
2022-09-09,109922.0,5.1462
2022-09-12,112307.0,5.093
2022-09-13,113398.0,5.1911
2022-09-14,110794.0,5.1631
2022-09-15,110547.0,5.247
2022-09-16,109951.0,5.2531
2022-09-19,109283.0,5.167
2022-09-20,111824.0,5.1417
2022-09-21,112517.0,5.1716
2022-09-22,111942.0,5.1166
2022-09-23,112258.0,5.2595
2022-09-26,111713.0,5.3898
2022-09-27,109122.0,5.3824
2022-09-28,108377.0,5.3745
2022-09-29,108449.0,5.3964
2022-09-30,107664.0,5.4154
2022-10-03,110048.0,5.1672
2022-10-04,116704.0,5.177
2022-10-05,116231.0,5.194
2022-10-06,117200.0,5.2217
2022-10-07,117560.0,5.1996
2022-10-10,116377.0,5.1901
2022-10-11,115928.0,5.3005
2022-10-13,114819.0,5.2626
2022-10-14,114301.0,5.3252
2022-10-17,112107.0,5.2808
2022-10-18,113627.0,5.2405
2022-10-19,115744.0,5.27
2022-10-20,116276.0,5.2147
2022-10-21,117170.0,5.1605
2022-10-24,119922.0,5.3032
2022-10-25,116016.0,5.3167
2022-10-26,114626.0,5.3804
2022-10-27,112766.0,5.3449
2022-10-28,114636.0,5.2949
2022-10-31,114533.0,5.1791
2022-11-01,116037.0,5.1475
2022-11-03,116927.0,5.1137
2022-11-04,116907.0,5.0557
2022-11-07,118148.0,5.1567
2022-11-08,115340.0,5.144
2022-11-09,116153.0,5.1864
2022-11-10,113579.0,5.3449
2022-11-11,109775.0,5.325
2022-11-14,112256.0,5.3321
2022-11-16,113166.0,5.3998
2022-11-17,110241.0,5.4231
2022-11-18,109706.0,5.3827
2022-11-21,108868.0,5.32
2022-11-22,109750.0,5.3586
2022-11-23,109036.0,5.3591
2022-11-24,108846.0,5.3208
2022-11-25,111831.0,5.4098
2022-11-28,108977.0,5.3654
2022-11-29,108784.0,5.2695
2022-11-30,110910.0,5.1851
2022-12-01,112479.0,5.1848
2022-12-02,110926.0,5.2189
2022-12-05,111922.0,5.2809
2022-12-06,109403.0,5.2352
2022-12-07,110188.0,5.2048
2022-12-08,109068.0,5.2253
2022-12-09,107250.0,5.24
2022-12-12,107518.0,5.3226
2022-12-13,105345.0,5.2938
2022-12-14,103536.0,5.2787
2022-12-15,103739.0,5.313
2022-12-16,103737.0,5.314
2022-12-19,102859.0,5.293
2022-12-20,104740.0,5.1996
2022-12-21,106866.0,5.2009
2022-12-22,107436.0,5.1665
2022-12-23,107552.0,5.1652
2022-12-26,109699.0,5.2186
2022-12-27,108739.0,5.2928
2022-12-28,108578.0,5.2676
2022-12-29,110237.0,5.286
